Set_database_ID	Set_Name	Set_Components	Set_Organism	Set_db_id
306	Ribosome, cytoplasmic	ENSG00000147403,ENSG00000142676,ENSG00000197958,ENSG00000167526,ENSG00000142541,ENSG00000188846,ENSG00000174748,ENSG00000063177,ENSG00000108298,ENSG00000116251,ENSG00000125691,ENSG00000198242,ENSG00000114391,ENSG00000131469,ENSG00000166441,ENSG00000108107,ENSG00000162244,ENSG00000100316,ENSG00000156482,ENSG00000071082,ENSG00000144713,ENSG00000109475,ENSG00000136942,ENSG00000182899,ENSG00000130255,ENSG00000172809,ENSG00000198918,ENSG00000174444,ENSG00000122406,ENSG00000089009,ENSG00000147604,ENSG00000161016,ENSG00000163682,ENSG00000089157,ENSG00000137818,ENSG00000177600,ENSG00000142534,ENSG00000112306,ENSG00000110700,ENSG00000115268,ENSG00000134419,ENSG00000105193,ENSG00000105372,ENSG00000140988,ENSG00000008988,ENSG00000171858,ENSG00000186468,ENSG00000138326,ENSG00000118181,ENSG00000149273,ENSG00000083845,ENSG00000137154,ENSG00000171863,ENSG00000168028,ENSG00000221983,ENSG00000129824,ENSG00000157828	Human	306
308	60S ribosomal subunit, cytoplasmic	ENSG00000147403,ENSG00000142676,ENSG00000197958,ENSG00000167526,ENSG00000142541,ENSG00000188846,ENSG00000174748,ENSG00000063177,ENSG00000108298,ENSG00000116251,ENSG00000125691,ENSG00000198242,ENSG00000114391,ENSG00000131469,ENSG00000166441,ENSG00000108107,ENSG00000162244,ENSG00000100316,ENSG00000156482,ENSG00000071082,ENSG00000144713,ENSG00000109475,ENSG00000136942,ENSG00000182899,ENSG00000130255,ENSG00000172809,ENSG00000198918,ENSG00000174444,ENSG00000122406,ENSG00000089009,ENSG00000147604,ENSG00000161016,ENSG00000163682,ENSG00000089157,ENSG00000137818,ENSG00000177600,ENSG00000221983	Human	308
310	Cell cycle kinase complex CDC2	ENSG00000134057,ENSG00000157456,ENSG00000110092,ENSG00000170312,ENSG00000124762,ENSG00000132646	Human	310
311	Cell cycle kinase complex CDK2	ENSG00000110092,ENSG00000123374,ENSG00000124762,ENSG00000132646	Human	311
312	Cell cycle kinase complex CDK4	ENSG00000110092,ENSG00000135446,ENSG00000124762,ENSG00000132646	Human	312
313	Cell cycle kinase complex CDK5	ENSG00000110092,ENSG00000112576,ENSG00000164885,ENSG00000124762,ENSG00000132646	Human	313
314	PCNA-p21 complex	ENSG00000124762,ENSG00000132646	Human	314
315	28S ribosomal subunit, mitochondrial	ENSG00000132676,ENSG00000048544,ENSG00000181991,ENSG00000128626,ENSG00000120333,ENSG00000116898,ENSG00000182180,ENSG00000178665,ENSG00000096080,ENSG00000163319,ENSG00000122140,ENSG00000187145,ENSG00000175110,ENSG00000181610,ENSG00000062582,ENSG00000131368,ENSG00000125901,ENSG00000113048,ENSG00000147586,ENSG00000112996,ENSG00000102738,ENSG00000090263,ENSG00000074071,ENSG00000061794,ENSG00000134056,ENSG00000144029,ENSG00000243927,ENSG00000125445,ENSG00000135972	Human	315
316	Dystrophin associated complex DPC (Dmd, Dtnb), brain-derived	ENSG00000138101,ENSG00000198947,ENSG00000198947,ENSG00000198947	Rat	316
317	Brain-derived dystrobrevin-syntrophin complex	ENSG00000198947,ENSG00000134769,ENSG00000138101,ENSG00000101400,ENSG00000172164,ENSG00000168807,ENSG00000147481,ENSG00000172554	Mouse	317
320	55S ribosome, mitochondrial	ENSG00000132676,ENSG00000103642,ENSG00000169288,ENSG00000159111,ENSG00000174547,ENSG00000183093,ENSG00000172172,ENSG00000180992,ENSG00000137547,ENSG00000166902,ENSG00000158042,ENSG00000112110,ENSG00000115364,ENSG00000112651,ENSG00000242485,ENSG00000197345,ENSG00000082515,ENSG00000214026,ENSG00000143314,ENSG00000108826,ENSG00000086504,ENSG00000114686,ENSG00000241962,ENSG00000106591,ENSG00000243147,ENSG00000130312,ENSG00000132313,ENSG00000171421,ENSG00000116221,ENSG00000204316,ENSG00000154719,ENSG00000105364,ENSG00000185608,ENSG00000182154,ENSG00000198015,ENSG00000055950,ENSG00000135900,ENSG00000174100,ENSG00000173867,ENSG00000136522,ENSG00000175581,ENSG00000149792,ENSG00000136897,ENSG00000111639,ENSG00000172590,ENSG00000204822,ENSG00000183617,ENSG00000162910,ENSG00000143436,ENSG00000048544,ENSG00000181991,ENSG00000128626,ENSG00000120333,ENSG00000116898,ENSG00000182180,ENSG00000178665,ENSG00000096080,ENSG00000163319,ENSG00000122140,ENSG00000187145,ENSG00000175110,ENSG00000181610,ENSG00000062582,ENSG00000131368,ENSG00000125901,ENSG00000113048,ENSG00000147586,ENSG00000112996,ENSG00000102738,ENSG00000090263,ENSG00000074071,ENSG00000061794,ENSG00000134056,ENSG00000144029,ENSG00000243927,ENSG00000125445,ENSG00000135972	Human	320
324	39S ribosomal subunit, mitochondrial	ENSG00000103642,ENSG00000169288,ENSG00000159111,ENSG00000174547,ENSG00000183093,ENSG00000172172,ENSG00000180992,ENSG00000137547,ENSG00000166902,ENSG00000158042,ENSG00000112110,ENSG00000115364,ENSG00000112651,ENSG00000242485,ENSG00000197345,ENSG00000082515,ENSG00000214026,ENSG00000143314,ENSG00000108826,ENSG00000086504,ENSG00000114686,ENSG00000241962,ENSG00000106591,ENSG00000243147,ENSG00000130312,ENSG00000132313,ENSG00000171421,ENSG00000116221,ENSG00000204316,ENSG00000154719,ENSG00000105364,ENSG00000185608,ENSG00000182154,ENSG00000198015,ENSG00000055950,ENSG00000135900,ENSG00000174100,ENSG00000173867,ENSG00000136522,ENSG00000175581,ENSG00000149792,ENSG00000136897,ENSG00000111639,ENSG00000172590,ENSG00000204822,ENSG00000183617,ENSG00000162910,ENSG00000143436	Human	324
325	Skeletal muscle sarcoglycan complex SGC, beta-gamma-delta-zeta	ENSG00000163069,ENSG00000170624,ENSG00000102683,ENSG00000185053	Mouse	325
326	Smooth muscle sarcoglycan complex SGC, beta-delta-zeta	ENSG00000163069,ENSG00000170624,ENSG00000185053	Mouse	326
328	Ku antigen complex	ENSG00000079246,ENSG00000196419	Human	328
330	PSF-p54(nrb) complex	ENSG00000147140,ENSG00000116560	Human	330
332	Skeletal muscle sarcoglycan complex SGC, alpha-beta-epsilon-gamma	ENSG00000108823,ENSG00000163069,ENSG00000127990,ENSG00000102683	Mouse	332
333	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	ENSG00000108823,ENSG00000163069,ENSG00000170624,ENSG00000102683	Mouse	333
334	Skeletal muscle sarcoglycan complex SGC, epsilon-beta-gamma-delta	ENSG00000163069,ENSG00000170624,ENSG00000127990,ENSG00000102683	Mouse	334
335	p54(nrb)-PSF-matrin3 complex	ENSG00000015479,ENSG00000147140,ENSG00000116560	Human	335
336	DNA ligase IV-XRCC4-AHNK complex	ENSG00000174405,ENSG00000152422	Human	336
337	Dystrophin-sarcoglycan-syntrophin complex, skeletal muscle	ENSG00000198947,ENSG00000108823,ENSG00000163069,ENSG00000170624,ENSG00000102683,ENSG00000101400,ENSG00000172164,ENSG00000168807,ENSG00000147481,ENSG00000172554	Mouse	337
338	40S ribosomal subunit, cytoplasmic	ENSG00000142534,ENSG00000112306,ENSG00000110700,ENSG00000115268,ENSG00000134419,ENSG00000105193,ENSG00000105372,ENSG00000140988,ENSG00000008988,ENSG00000171858,ENSG00000186468,ENSG00000138326,ENSG00000118181,ENSG00000149273,ENSG00000083845,ENSG00000137154,ENSG00000171863,ENSG00000168028	Human	338
345	DNA ligase IV-XRCC4 complex (LX complex)	ENSG00000174405,ENSG00000152422	Human	345
346	Sarcoglycan-sarcospan-dystroglycan complex	ENSG00000173402,ENSG00000108823,ENSG00000163069,ENSG00000170624,ENSG00000102683,ENSG00000123096	Mouse	346
347	Sarcoglycan-sarcospan-complex SG-SPN	ENSG00000108823,ENSG00000163069,ENSG00000170624,ENSG00000102683,ENSG00000123096	Mouse	347
349	Sarcoglycan-sarcospan-syntrophin-dystrobrevin complex	ENSG00000108823,ENSG00000163069,ENSG00000170624,ENSG00000102683,ENSG00000101400,ENSG00000172164,ENSG00000123096,ENSG00000134769,ENSG00000138101	Mouse	349
350	DNA ligase IV-XRCC4-PNK complex	ENSG00000174405,ENSG00000039650,ENSG00000152422	Human	350
351	Spliceosome	ENSG00000100813,ENSG00000021776,ENSG00000116752,ENSG00000137656,ENSG00000106245,ENSG00000070761,ENSG00000123144,ENSG00000169217,ENSG00000168438,ENSG00000096401,ENSG00000099622,ENSG00000111605,ENSG00000167258,ENSG00000101343,ENSG00000108848,ENSG00000132792,ENSG00000150316,ENSG00000163510,ENSG00000100201,ENSG00000174243,ENSG00000215301,ENSG00000183258,ENSG00000145833,ENSG00000108654,ENSG00000100056,ENSG00000109606,ENSG00000140829,ENSG00000067596,ENSG00000135829,ENSG00000126698,ENSG00000141543,ENSG00000196504,ENSG00000159086,ENSG00000102241,ENSG00000136231,ENSG00000113141,ENSG00000164944,ENSG00000170860,ENSG00000130520,ENSG00000164167,ENSG00000130332,ENSG00000162385,ENSG00000140259,ENSG00000155363,ENSG00000136937,ENSG00000114503,ENSG00000100138,ENSG00000167005,ENSG00000070756,ENSG00000171566,ENSG00000084072,ENSG00000171960,ENSG00000137168,ENSG00000100023,ENSG00000240344,ENSG00000115241,ENSG00000113593,ENSG00000165630,ENSG00000110107,ENSG00000117360,ENSG00000105618,ENSG00000136875,ENSG00000196504,ENSG00000112739,ENSG00000101161,ENSG00000179950,ENSG00000162775,ENSG00000134453,ENSG00000086589,ENSG00000119707,ENSG00000131051,ENSG00000205937,ENSG00000175467,ENSG00000168066,ENSG00000099995,ENSG00000104897,ENSG00000183431,ENSG00000115524,ENSG00000087365,ENSG00000143368,ENSG00000136450,ENSG00000136527,ENSG00000116754,ENSG00000161547,ENSG00000112081,ENSG00000116350,ENSG00000100650,ENSG00000124193,ENSG00000115875,ENSG00000111786,ENSG00000039123,ENSG00000164609,ENSG00000119953,ENSG00000122692,ENSG00000124380,ENSG00000060688,ENSG00000104852,ENSG00000077312,ENSG00000131876,ENSG00000125870,ENSG00000124562,ENSG00000167088,ENSG00000125743,ENSG00000100028,ENSG00000182004,ENSG00000143977,ENSG00000065526,ENSG00000163714,ENSG00000133226,ENSG00000167978,ENSG00000087087,ENSG00000117614,ENSG00000113649,ENSG00000100109,ENSG00000079134,ENSG00000125676,ENSG00000051596,ENSG00000183684,ENSG00000100296,ENSG00000131652,ENSG00000163634,ENSG00000141759,ENSG00000160201,ENSG00000063244,ENSG00000168883,ENSG00000146457,ENSG00000076924,ENSG00000010244	Human	351
353	DNA ligase IV-condensin complex	ENSG00000174405,ENSG00000136824,ENSG00000113810	Human	353
355	DNA-PK-Ku antigen complex	ENSG00000121031,ENSG00000079246,ENSG00000196419	Human	355
358	DNA ligase IV-Xrcc4-DNA-protein kinase complex	ENSG00000174405,ENSG00000121031,ENSG00000152422	Mouse	358
359	DNA ligase IV-XRCC4-XLF complex	ENSG00000174405,ENSG00000187736,ENSG00000152422	Human	359
360	Artemis-DNA-PK complex	ENSG00000152457,ENSG00000121031	Human	360
362	DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex	ENSG00000005156,ENSG00000039650,ENSG00000070501,ENSG00000073050	Human	362
363	DNA ligase III-XRCC1 complex	ENSG00000005156,ENSG00000073050	Human	363
366	Rag1-Rag2 protein-DNA complex	ENSG00000166349,ENSG00000175097	Mouse	366
367	Rag1-Rag2-Ku70-Ku80 protein-DNA complex	ENSG00000166349,ENSG00000175097,ENSG00000079246,ENSG00000196419	Mouse	367
368	ERCC1-ERCC4-MSH2 complex	ENSG00000012061,ENSG00000175595,ENSG00000095002	Human	368
370	MSH2-MSH6-PMS1-MLH1 complex	ENSG00000076242,ENSG00000095002,ENSG00000116062,ENSG00000064933	Human	370
372	F0F1 ATP synthase, mitochondrial	ENSG00000152234,ENSG00000110955,ENSG00000165632,ENSG00000099624,ENSG00000116459,ENSG00000169020,ENSG00000154723,ENSG00000130770,ENSG00000167283,ENSG00000135390,ENSG00000154518	Rat	372
374	MSH2-MSH6 complex	ENSG00000095002,ENSG00000116062	Human	374
375	MSH2-MSH3 complex	ENSG00000095002,ENSG00000113318	Human	375
376	PCNA-MutS-alpha-MutL-alpha-DNA complex	ENSG00000076242,ENSG00000095002,ENSG00000116062,ENSG00000132646,ENSG00000122512	Human	376
379	MutL-alpha complex	ENSG00000076242,ENSG00000122512	Human	379
380	MutL-beta complex	ENSG00000076242,ENSG00000064933	Human	380
382	Respiratory chain complex I, mitochondrial	ENSG00000160194,ENSG00000125356,ENSG00000130414,ENSG00000184752,ENSG00000131495,ENSG00000189043,ENSG00000184983,ENSG00000167774,ENSG00000119421,ENSG00000139180,ENSG00000004779,ENSG00000140990,ENSG00000147123,ENSG00000090266,ENSG00000119013,ENSG00000065518,ENSG00000136521,ENSG00000165264,ENSG00000099795,ENSG00000166136,ENSG00000147684,ENSG00000151366,ENSG00000023228,ENSG00000158864,ENSG00000213619,ENSG00000164258,ENSG00000168653,ENSG00000145494,ENSG00000110717,ENSG00000167792,ENSG00000178127	Mouse	382
384	Caveolar macromolecular signaling complex	ENSG00000155897,ENSG00000169252,ENSG00000151067,ENSG00000182533,ENSG00000087460,ENSG00000105568,ENSG00000005249	Mouse	384
386	Ubiquitin E3 ligase (UBADC1, RNF123)	ENSG00000164068,ENSG00000130560	Human	386
387	MCM complex	ENSG00000073111,ENSG00000112118,ENSG00000104738,ENSG00000100297,ENSG00000076003,ENSG00000166508	Human	387
389	ORC complex (origin recognition complex)	ENSG00000085840,ENSG00000115942,ENSG00000135336,ENSG00000115947,ENSG00000164815,ENSG00000091651	Human	389
390	Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)	ENSG00000055130,ENSG00000119402,ENSG00000113558	Human	390
391	Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	ENSG00000139842,ENSG00000167986,ENSG00000100387	Human	391
393	Succinyl-CoA synthetase, GDP-forming	ENSG00000163541,ENSG00000172340	Human	393
394	Succinyl-CoA synthetase, ADP-forming	ENSG00000136143,ENSG00000163541	Human	394
404	Isocitrate dehydrogenase, cytoplasmic	ENSG00000138413	Human	404
407	Guanylyl cyclase, soluble (GUCY1A2, GUCY1B3)	ENSG00000152402,ENSG00000061918	Human	407
408	Guanylyl cyclase, soluble (GUCY1A3, GUCY1B3)	ENSG00000164116,ENSG00000061918	Human	408
409	Gamma-glutamylcysteine synthetase	ENSG00000001084,ENSG00000023909	Rat	409
413	(ER)-localized multiprotein complex, Ig heavy chains associated	ENSG00000157782,ENSG00000090520,ENSG00000166598,ENSG00000044574,ENSG00000149428,ENSG00000185624,ENSG00000155660,ENSG00000166794,ENSG00000128228,ENSG00000136731	Mouse	413
416	Nitric oxide synthase-dystrophin complex, skeletal muscle	ENSG00000198947,ENSG00000089250	Mouse	416
417	COX-2-Cav-3 complex	ENSG00000182533,ENSG00000073756	Rat	417
418	H/ACA ribonucleoprotein complex	ENSG00000109534	Rat	418
419	Farnesyltransferase	ENSG00000168522,ENSG00000125954	Human	419
422	Beta-dystroglycan-caveolin-3 complex	ENSG00000182533,ENSG00000173402	Human	422
423	EXO1-MLH1-PMS2 complex	ENSG00000174371,ENSG00000076242,ENSG00000122512	Human	423
424	EXO1-MLH1-PCNA complex	ENSG00000174371,ENSG00000076242,ENSG00000132646	Human	424
425	MSH4-MSH5-GPS2 complex	ENSG00000132522,ENSG00000057468	Human	425
426	Meprin A	ENSG00000112818,ENSG00000141434	Human	426
427	Tripeptidyl peptidase	ENSG00000134900	Mouse	427
428	Molybdopterin synthase	ENSG00000164172,ENSG00000164172	Human	428
429	Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)	ENSG00000078142,ENSG00000196455	Human	429
430	18S U11/U12 snRNP	ENSG00000161981,ENSG00000168566,ENSG00000109606,ENSG00000090470,ENSG00000185946,ENSG00000115524,ENSG00000087365,ENSG00000143368,ENSG00000169976,ENSG00000167088,ENSG00000125743,ENSG00000100028,ENSG00000182004,ENSG00000143977,ENSG00000184209,ENSG00000065978,ENSG00000139168,ENSG00000100319,ENSG00000169249	Human	430
432	N-NOS-CHIP-HSP70-1 complex	ENSG00000089250,ENSG00000103266	Human	432
433	BASC complex (BRCA1-associated genome surveillance complex)	ENSG00000149311,ENSG00000197299,ENSG00000012048,ENSG00000076242,ENSG00000020922,ENSG00000095002,ENSG00000116062,ENSG00000104320,ENSG00000113522,ENSG00000035928,ENSG00000049541,ENSG00000163918	Human	433
437	AQP2-binding multiprotein force generator complex	ENSG00000130402,ENSG00000182718,ENSG00000197043,ENSG00000167580,ENSG00000148180,ENSG00000100345,ENSG00000101608,ENSG00000006747,ENSG00000213445,ENSG00000197694,ENSG00000075624,ENSG00000184009	Rat	437
438	GCN5-TRRAP histone acetyltransferase complex	ENSG00000012048,ENSG00000108773,ENSG00000095002,ENSG00000116062,ENSG00000196284,ENSG00000171148,ENSG00000166337,ENSG00000135801,ENSG00000196367	Human	438
440	Succinate dehydrogenase complex II (EC 1.3.5.1), mitochondrial	ENSG00000073578,ENSG00000117118,ENSG00000143252,ENSG00000204370	Mouse	440
441	TFTC-type histone acetyl transferase complex	ENSG00000091831,ENSG00000108773,ENSG00000125686,ENSG00000184634,ENSG00000108510,ENSG00000180182,ENSG00000175221,ENSG00000042429,ENSG00000112282,ENSG00000008838,ENSG00000196367	Human	441
443	BP-SMAD complex	ENSG00000156273,ENSG00000163161,ENSG00000121742,ENSG00000155090,ENSG00000119950,ENSG00000165916,ENSG00000120693,ENSG00000120708	Human	443
444	Signal peptidase complex	ENSG00000140612,ENSG00000166562,ENSG00000129128	Dog	444
447	Kir4.1-dystrophin complex, retinal Mueller cells	ENSG00000177807,ENSG00000198947,ENSG00000198947,ENSG00000198947	Rat	447
448	Kir4.1-alpha-syntrophin complex, retinal Mueller cells	ENSG00000177807,ENSG00000101400	Rat	448
449	Kir4.1-beta-dystroglycan complex, retinal Mueller cells	ENSG00000173402,ENSG00000177807	Rat	449
450	Kir4.1-Aqp4 complex, retinal Mueller cells	ENSG00000171885,ENSG00000177807	Rat	450
451	Kir4.1-dystrobrevin complex, retinal Mueller cells	ENSG00000138101,ENSG00000177807	Rat	451
452	Retinal Mueller cells Aqp4-alpha-syntrophin complex	ENSG00000171885,ENSG00000101400	Rat	452
453	Retinal Mueller cells Aqp4-beta-dystroglycan complex	ENSG00000171885,ENSG00000173402	Rat	453
454	MKP3-CK2alpha complex	ENSG00000101266,ENSG00000139318	Mouse	454
457	Dystrophin-associated glycoprotein complex DGC (Dag1, Dp71f, Sgcd, Snta1), retinal glia cells	ENSG00000173402,ENSG00000101400	Rat	457
458	Dystrophin-associated glycoprotein complex DGC (Dag1, Dp71f, Utrn), retinal glia cells	ENSG00000173402,ENSG00000152818	Rat	458
460	CRB1-MPP5-INADL complex	ENSG00000134376,ENSG00000132849,ENSG00000072415	Human	460
461	MPP4-MPP5-CRB1 complex	ENSG00000134376,ENSG00000082126,ENSG00000072415	Human	461
464	InsP3R1-HAP1A-Htt complex	ENSG00000173805,ENSG00000197386,ENSG00000150995	Rat	464
466	Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)	ENSG00000117362,ENSG00000162736,ENSG00000080815,ENSG00000205155	Human	466
467	Gamma-secretase complex (APH1B, PSEN2, PSENEN, NCSTN)	ENSG00000138613,ENSG00000162736,ENSG00000143801,ENSG00000205155	Human	467
468	Gamma-secretase complex (APH1A, PSEN2, PSENEN, NCSTN)	ENSG00000117362,ENSG00000162736,ENSG00000143801,ENSG00000205155	Human	468
469	TFIID-beta complex	ENSG00000147133,ENSG00000166337,ENSG00000064995,ENSG00000120656,ENSG00000197780,ENSG00000064313,ENSG00000130699,ENSG00000148835,ENSG00000106290,ENSG00000178913,ENSG00000112592	Human	469
470	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	ENSG00000163635,ENSG00000108773,ENSG00000196284,ENSG00000171148,ENSG00000166337,ENSG00000120656,ENSG00000197780,ENSG00000064313,ENSG00000130699,ENSG00000148835,ENSG00000135801,ENSG00000106290,ENSG00000162227,ENSG00000178913,ENSG00000196367	Human	470
472	Prolyl 4-hydroxylase (alpha(I)-type)	ENSG00000122884,ENSG00000185624	Human	472
474	Prolyl 4-hydroxylase (alpha(III)-type)	ENSG00000149380,ENSG00000185624	Human	474
476	STAGA complex (SPT3-TAF9-GCN5 acetyltransferase complex)	ENSG00000163635,ENSG00000108773,ENSG00000196284,ENSG00000119760,ENSG00000152382,ENSG00000171148,ENSG00000166337,ENSG00000120656,ENSG00000135801,ENSG00000162227,ENSG00000196367	Human	476
477	PCAF complex	ENSG00000114166,ENSG00000196284,ENSG00000108264,ENSG00000171148,ENSG00000166337,ENSG00000120656,ENSG00000135801,ENSG00000162227,ENSG00000196367	Human	477
478	STAGA core complex (SPT3-TAF9-GCN5 acetyltransferase complex)	ENSG00000108773,ENSG00000196284	Human	478
479	Mupp1-Dlg4-Syngap1-CamkII complex	ENSG00000058404,ENSG00000132535,ENSG00000107186	Rat	479
480	TIF-IB complex	ENSG00000143498,ENSG00000115750,ENSG00000103168,ENSG00000112592	Mouse	480
482	cRET-Shc-Grb2-Gab2-P85PI3K-Shp2 complex	ENSG00000033327,ENSG00000177885,ENSG00000145675,ENSG00000179295,ENSG00000165731,ENSG00000160691	Mouse	482
485	TFIID complex, B-cell specific	ENSG00000147133,ENSG00000166337,ENSG00000064995,ENSG00000120656,ENSG00000197780,ENSG00000130699,ENSG00000141384,ENSG00000148835,ENSG00000106290,ENSG00000178913,ENSG00000112592	Human	485
486	WIP-WASp-actin-myosin-IIa complex	ENSG00000107796,ENSG00000101608,ENSG00000100345,ENSG00000092841,ENSG00000015285,ENSG00000115935	Human	486
488	Vezf1-p68RacGap complex	ENSG00000128805,ENSG00000136451	Mouse	488
490	TFIIA complex	ENSG00000165417,ENSG00000140307	Human	490
492	DA complex	ENSG00000165417,ENSG00000140307,ENSG00000147133,ENSG00000166337,ENSG00000064995,ENSG00000120656,ENSG00000197780,ENSG00000064313,ENSG00000165632,ENSG00000130699,ENSG00000148835,ENSG00000106290,ENSG00000178913,ENSG00000112592	Human	492
493	DAB complex	ENSG00000165417,ENSG00000140307,ENSG00000137947,ENSG00000147133,ENSG00000166337,ENSG00000064995,ENSG00000120656,ENSG00000197780,ENSG00000064313,ENSG00000165632,ENSG00000130699,ENSG00000148835,ENSG00000106290,ENSG00000178913,ENSG00000112592	Human	493
495	Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial	ENSG00000179091,ENSG00000127540,ENSG00000156467,ENSG00000010256,ENSG00000140740,ENSG00000169021,ENSG00000173660,ENSG00000164405	Mouse	495
496	TFIID complex	ENSG00000147133,ENSG00000166337,ENSG00000185041,ENSG00000120656,ENSG00000064313,ENSG00000130699,ENSG00000148835,ENSG00000106290,ENSG00000178913,ENSG00000137413,ENSG00000112592	Mouse	496
498	Ryk-Wny1-Fzd8 complex	ENSG00000177283,ENSG00000163785,ENSG00000125084	Mouse	498
499	Ryk-Wny1 complex	ENSG00000163785,ENSG00000125084	Mouse	499
500	Ryk-Wnt3a complex	ENSG00000163785,ENSG00000154342	Mouse	500
501	Ryk-Dvl1 complex	ENSG00000107404,ENSG00000163785	Mouse	501
505	Kir4.1-dystrophin complex, cortical astrocytes	ENSG00000198947,ENSG00000177807	Mouse	505
509	TFIID complex	ENSG00000147133,ENSG00000166337,ENSG00000064995,ENSG00000120656,ENSG00000197780,ENSG00000172660,ENSG00000130699,ENSG00000148835,ENSG00000106290,ENSG00000178913,ENSG00000112592	Human	509
512	AQP-1 regulatory complex	ENSG00000240583,ENSG00000114859,ENSG00000065135,ENSG00000121361,ENSG00000188257	Rat	512
514	TFIID-beta complex	ENSG00000147133,ENSG00000166337,ENSG00000064995,ENSG00000120656,ENSG00000197780,ENSG00000130699,ENSG00000148835,ENSG00000106290,ENSG00000178913,ENSG00000187325,ENSG00000112592	Human	514
515	Inner medullary AKAP-signaling complex	ENSG00000067606,ENSG00000138814,ENSG00000107758,ENSG00000114302,ENSG00000005249	Rat	515
